Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,430,Liberia,LBR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7000000,,,,7000000,,1483873,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,434,Libya,LBY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,309989270,,,,309989270,,60976398,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,76672490,,,,76672490,,15183153,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,454,Malawi,MWI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,56500000,,,,56500000,,11336531,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,458,Malaysia,MYS,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,155758160,,,,155758160,,32109343,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,466,Mali,MLI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,73800000,,,,73800000,,15328416,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,478,Mauritania,MRT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,93389440,,,,93389440,,16623297,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,994714500,,,,994714500,,185746352,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,496,Mongolia,MNG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,225954890,,,,225954890,,43310237,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,498,Rep. of Moldova,MDA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,43400,,,,43400,,17374,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,539365850,,,,539365850,,103736427,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,508,Mozambique,MOZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,338964300,,,,338964300,,67515698,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,512,Oman,OMN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,385419960,,,,385419960,,76803349,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,516,Namibia,NAM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22540840,,,,22540840,,4333348,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,101459690,,,,101459690,,18138955,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,558,Nicaragua,NIC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,97310000,,,,97310000,,19139101,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,566,Nigeria,NGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1975421000,,,,1975421000,,403612844,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,579,Norway,NOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,59535770,,,,59535770,,11217986,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,124318610,,,,124318610,,23270197,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,608,Philippines,PHL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1023375810,,,,1023375810,,192858811,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,28206200,,,,28206200,,4075798,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,634,Qatar,QAT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,92665040,,,,92665040,,16791662,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,156183930,,,,156183930,,26719929,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,646,Rwanda,RWA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,120130000,,,,120130000,,24244188,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,682,Saudi Arabia,SAU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49500,,,,49500,,11706,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,245465720,,,,245465720,,49082838,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,67000,,,,67000,,20783,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2489996300,,,,2489996300,,459252487,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,706,Somalia,SOM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,20607500,,,,20607500,,4060374,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,780364150,,,,780364150,,152208423,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,716,Zimbabwe,ZWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,24295000,,,,24295000,,5311862,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,176408140,,,,176408140,,30075821,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,729,Sudan,SDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2149574000,,,,2149574000,,417384495,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,19205460,,,,19205460,,3351831,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,153051450,,,,153051450,,28974140,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,48957890,,,,48957890,,8174830,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,44,,,,44,,81,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,186668190,,,,186668190,,35917291,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,768,Togo,TGO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49500000,,,,49500000,,9355234,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,706328000,,,,706328000,,138587273,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,220426430,,,,220426430,,42220515,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4974082980,,,,4974082980,,926504978,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,795,Turkmenistan,TKM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3397700,,,,3397700,,1990026,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,800,Uganda,UGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,245172340,,,,245172340,,49918184,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,846400,,,,846400,,204701,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,9576778000,,,,9576778000,,1893309876,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,834,United Rep. of Tanzania,TZA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,760613610,,,,760613610,,151529471,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,854,Burkina Faso,BFA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,100350000,,,,100350000,,20083966,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5044000,,,,5044000,,3083140,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,862,Venezuela,VEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,257239010,,,,257239010,,57938901,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,887,Yemen,YEM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1343464100,,,,1343464100,,264592895,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,31873169714,,,,31873169714,,6403010894,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,8,Albania,ALB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,189693990,,,,189693990,,36605630,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,12,Algeria,DZA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,21880,,,,21880,,5907,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,24,Angola,AGO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,82100000,,,,82100000,,15609397,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1285439200,,,,1285439200,,257100285,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,50,Bangladesh,BGD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2582341550,,,,2582341550,,524626010,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,322901141,,,,322901141,,59200354,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,91733200,,,,91733200,,17860657,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,100,Bulgaria,BGR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3002560,,,,3002560,,579770,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,104,Myanmar,MMR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,12097360,,,,12097360,,2549788,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,108,Burundi,BDI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,24310000,,,,24310000,,4981090,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,288808770,,,,288808770,,54008597,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,120,Cameroon,CMR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,385114700,,,,385114700,,78057451,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,144,Sri Lanka,LKA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,220603300,,,,220603300,,46647210,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,156,China,CHN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,61874073,,,,61874073,,10848739,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,178,Congo,COG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,116662500,,,,116662500,,25093056,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,180,Dem. Rep. of the Congo,COD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,120124200,,,,120124200,,24942438,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,196,Cyprus,CYP,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,55595630,,,,55595630,,11061210,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,204,Benin,BEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,19699120,,,,19699120,,4545906,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1979010,,,,1979010,,395653,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,231,Ethiopia,ETH,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,69755200,,,,69755200,,12719041,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,262,Djibouti,DJI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,134871600,,,,134871600,,24389794,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,266,Gabon,GAB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6600000,,,,6600000,,1557600,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,445973700,,,,445973700,,86488648,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,270,Gambia,GMB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,39848900,,,,39848900,,8303263,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2896430,,,,2896430,,651832,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,288,Ghana,GHA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,205351000,,,,205351000,,42429055,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,204717980,,,,204717980,,41870571,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,324,Guinea,GIN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,154775900,,,,154775900,,30913673,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,332,Haiti,HTI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,27497500,,,,27497500,,6277804,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,10500,,,,10500,,14754,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,412241500,,,,412241500,,72026203,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,67075950,,,,67075950,,14180479,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,372,Ireland,IRL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,11609200,,,,11609200,,2190062,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,383600110,,,,383600110,,74128055,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,105394660,,,,105394660,,22807154,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,104749500,,,,104749500,,22622004,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,45416770,,,,45416770,,9811826,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,340200679,,,,340200679,,53698622,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,513232000,,,,513232000,,101191637,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6293000,,,,6293000,,3747512,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,420000,,,,420000,,92400,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,21105438,,,,21105438,,4110446,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,418,Lao People's Dem. Rep.,LAO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5948740,,,,5948740,,1421748,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,422,Lebanon,LBN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,403975160,,,,403975160,,83252493,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,578805990,,,,578805990,,108011087,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,430,Liberia,LBR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,12675000,,,,12675000,,2431650,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,434,Libya,LBY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,228596720,,,,228596720,,48502563,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,147277550,,,,147277550,,28699790,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,450,Madagascar,MDG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,32529960,,,,32529960,,6103698,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,454,Malawi,MWI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,23950000,,,,23950000,,4798764,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,458,Malaysia,MYS,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,75720790,,,,75720790,,14572927,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,466,Mali,MLI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,101921700,,,,101921700,,21547667,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,470,Malta,MLT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6491010,,,,6491010,,1302065,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,99922600,,,,99922600,,20936456,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,496,Mongolia,MNG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,15245745,,,,15245745,,2901190,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,498,Rep. of Moldova,MDA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,100660,,,,100660,,48117,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,453922770,,,,453922770,,99055875,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,508,Mozambique,MOZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,255956000,,,,255956000,,52063046,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,512,Oman,OMN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,384995130,,,,384995130,,77095552,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,516,Namibia,NAM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,35503500,,,,35503500,,8466369,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1413225,,,,1413225,,393215,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,558,Nicaragua,NIC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,102832300,,,,102832300,,21777463,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,566,Nigeria,NGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,894729900,,,,894729900,,180635193,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,579,Norway,NOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,29138470,,,,29138470,,6021208,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,51550000,,,,51550000,,9888610,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,608,Philippines,PHL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,294624930,,,,294624930,,55305049,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,110000,,,,110000,,25077,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,634,Qatar,QAT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,62900000,,,,62900000,,12943837,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3299170,,,,3299170,,658184,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,646,Rwanda,RWA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,59024400,,,,59024400,,12234483,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,296357540,,,,296357540,,62503123,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,604543080,,,,604543080,,107196188,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,706,Somalia,SOM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1372500,,,,1372500,,612858,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,453129000,,,,453129000,,92077027,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,716,Zimbabwe,ZWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,810000,,,,810000,,374644,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4000000,,,,4000000,,808000,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,729,Sudan,SDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,986953300,,,,986953300,,204167224,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6945930,,,,6945930,,1228116,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,99033300,,,,99033300,,18807624,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,83573190,,,,83573190,,15228936,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,32,,,,32,,63,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1013240,,,,1013240,,299919,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,768,Togo,TGO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,29000000,,,,29000000,,6020939,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,736156920,,,,736156920,,149864679,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,79310000,,,,79310000,,16196870,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7035357310,,,,7035357310,,1376423865,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,795,Turkmenistan,TKM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3652790,,,,3652790,,811546,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,800,Uganda,UGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,141083000,,,,141083000,,27497925,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,33131701,,,,33131701,,7719949,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6129970000,,,,6129970000,,1273639979,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3033800,,,,3033800,,879802,,,0
